key,page,page_link,english,translation,context,source_locations
aqiq-tools-live-viewer.web.serial.unavailable.1c6d7cf9,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Web Serial unavailable,,JavaScript UI text,assets/js/viewers/aqiq-live-viewer.js:138
aqiq-tools-live-viewer.yaml.request.failed.with.response.status.212867c6,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,YAML request failed with ${response.status},,JavaScript UI text,assets/js/core/ypod-yaml.js:82
aqiq-tools-live-viewer.yaml.source.54b3fe7d,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,YAML source,,span text,aqiq/tools/live-viewer/index.html:49
aqiq-tools-live-viewer.yaml.source.help.d018069c,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,YAML source help,,span[aria-label],aqiq/tools/live-viewer/index.html:49
aqiq-tools-live-viewer.yaml.type.a8418b59,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,YAML type,,span text,aqiq/tools/live-viewer/index.html:44
aqiq-tools-live-viewer.yaml.type.help.0c744245,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,YAML type help,,span[aria-label],aqiq/tools/live-viewer/index.html:44
aqiq-tools-live-viewer.yaml.version.e14975ea,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,YAML version,,span text,aqiq/tools/live-viewer/index.html:39
aqiq-tools-live-viewer.yaml.version.help.7633a987,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,YAML version help,,span[aria-label],aqiq/tools/live-viewer/index.html:39
aqiq-tools-live-viewer.ypod.live.visualization.96c1bbe6,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,YPOD Live Visualization,,h1 text,aqiq/tools/live-viewer/index.html:23
aqiq-tools-live-viewer.ypod.headerlog.yaml.9895898d,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,YPOD_HeaderLog.yaml,,a text,aqiq/tools/live-viewer/index.html:50
