key,page,page_link,english,translation,context,source_locations
fire-iq-tools-data-plotter.yaml.version.e14975ea,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YAML version,,span text,fire-iq/tools/data-plotter/index.html:50
fire-iq-tools-data-plotter.ypod.1.co.2a8d8c6f,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 1 CO,,span text,fire-iq/tools/data-plotter/index.html:135
fire-iq-tools-data-plotter.ypod.1.co2.625e2b20,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 1 CO2,,span text,fire-iq/tools/data-plotter/index.html:139
fire-iq-tools-data-plotter.ypod.1.first.row.7eb7c580,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 1 first row,,span text,fire-iq/tools/data-plotter/index.html:106
fire-iq-tools-data-plotter.ypod.1.label.11d600bb,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 1 label,,input[aria-label]; input[placeholder],fire-iq/tools/data-plotter/index.html:28
fire-iq-tools-data-plotter.ypod.1.pm2.5.a41a491f,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 1 PM2.5,,span text,fire-iq/tools/data-plotter/index.html:143
fire-iq-tools-data-plotter.ypod.1.rows.44b49c7a,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 1 rows,,span text,fire-iq/tools/data-plotter/index.html:90
fire-iq-tools-data-plotter.ypod.1.skipped.rows.4acb2b15,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 1 skipped rows,,span text,fire-iq/tools/data-plotter/index.html:114
fire-iq-tools-data-plotter.ypod.1.time.span.62d1d7bf,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 1 time span,,span text,fire-iq/tools/data-plotter/index.html:94
fire-iq-tools-data-plotter.ypod.2.co.4c983f46,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 2 CO,,span text,fire-iq/tools/data-plotter/index.html:147
fire-iq-tools-data-plotter.ypod.2.co2.82a1d66d,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 2 CO2,,span text,fire-iq/tools/data-plotter/index.html:151
fire-iq-tools-data-plotter.ypod.2.first.row.1161a0e9,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 2 first row,,span text,fire-iq/tools/data-plotter/index.html:110
fire-iq-tools-data-plotter.ypod.2.label.5733457b,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 2 label,,input[aria-label]; input[placeholder],fire-iq/tools/data-plotter/index.html:36
fire-iq-tools-data-plotter.ypod.2.pm2.5.354d5694,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 2 PM2.5,,span text,fire-iq/tools/data-plotter/index.html:155
fire-iq-tools-data-plotter.ypod.2.rows.918c39ec,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 2 rows,,span text,fire-iq/tools/data-plotter/index.html:98
fire-iq-tools-data-plotter.ypod.2.skipped.rows.5124f807,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 2 skipped rows,,span text,fire-iq/tools/data-plotter/index.html:118
fire-iq-tools-data-plotter.ypod.2.time.span.25d7f6dc,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD 2 time span,,span text,fire-iq/tools/data-plotter/index.html:102
fire-iq-tools-data-plotter.ypod.csv.visualization.3dd5dd6f,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD CSV Visualization,,h1 text,fire-iq/tools/data-plotter/index.html:22
fire-iq-tools-data-plotter.ypod.headerlog.yaml.9895898d,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YPOD_HeaderLog.yaml,,a text,fire-iq/tools/data-plotter/index.html:61
fire-iq-tools-data-plotter.zoom.into.the.latest.portion.of.the.99a1f536,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Zoom into the latest portion of the visible recording. Reset zoom to return to the full selected window.,,span[data-help],fire-iq/tools/data-plotter/index.html:81
